,Department,Job,Employee Identifier,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation,Year
121124,Department of Technology,Manager V,46676491,199102.04,43852.0,19400.5,12557.5,75810.0,274912.04,2021
121125,Department of Technology,Manager V,45796267,189144.6,41660.47,19571.94,13292.13,74524.54,263669.14,2021
121126,Department of Technology,IS Engineer-Senior,46696678,101457.33,20939.57,10202.15,8026.64,39168.36,140625.69,2021
121163,Department of Technology,IS Project Director,46976467,162038.63,34464.26,15603.29,12514.54,62582.09,224620.72,2021
123403,Department of Technology,Senior Comm Systems Technican,47370017,160808.19,33457.74,16398.07,11739.75,61595.56,222403.75,2021
123404,Department of Technology,Cable Splicer,47363724,129199.97,27580.92,19469.76,9895.37,56946.05,186146.02,2021
123431,Department of Technology,IS Engineer-Assistant,48466685,113500.71,24357.75,1201.45,9093.91,34653.11,148153.82,2021
123453,Department of Technology,Fire Alarm Dispatcher,48646542,70072.83,3880.06,0.0,5633.04,9513.1,79585.93,2021
123498,Department of Technology,IT Operations Support Admn III,47363156,109279.24,23471.18,15979.29,8759.32,48209.79,157489.03,2021
124432,Department of Technology,IS Business Analyst-Principal,49286085,161994.71,32085.27,0.0,11923.86,44009.13,206003.84,2022
124433,Department of Technology,Cable Splicer,49287249,132580.95,26751.67,0.0,9988.39,36740.06,169321.01,2022
124435,Department of Technology,IS Engineer-Senior,49288468,178601.68,32884.02,0.0,12439.74,45323.76,223925.44,2022
124436,Department of Technology,IS Engineer-Journey,50016574,136304.81,27648.51,0.0,10819.61,38468.12,174772.93,2022
124437,Department of Technology,IT Operations Support Admin II,49285796,100738.77,18620.24,0.0,7620.7,26240.94,126979.71,2022
124446,Department of Technology,Communications Systems Tech,49297331,123401.15,24569.48,0.0,9860.45,34429.93,157831.08,2022
124447,Department of Technology,Media Production Tech,49486618,8059.67,1642.96,0.0,676.37,2319.33,10379.0,2022
124472,Department of Technology,IS Trainer-Senior,49416639,48792.0,9607.16,0.0,3777.91,13385.07,62177.07,2022
125496,Department of Technology,Cable Splicer,52066846,135397.21,24142.19,18517.39,10142.3,52801.88,188199.09,2022
125498,Department of Technology,Electrical Line Worker,50852608,151022.37,24604.67,19836.93,11716.87,56158.47,207180.84,2022
125500,Department of Technology,Media Programming Spec,51926892,78924.09,6345.75,16045.66,6078.35,28469.76,107393.85,2022
125503,Department of Technology,IS Business Analyst,51786536,31256.0,5691.68,4954.29,2442.88,13088.85,44344.85,2022
125508,Department of Technology,IS Engineer-Principal,50875680,183531.32,34477.83,16101.45,12289.34,62868.62,246399.94,2022
125509,Department of Technology,Senior Administrative Analyst,50877043,130682.81,25190.09,16101.45,10090.82,51382.36,182065.17,2022
125514,Department of Technology,Communications Systems Tech,50864521,163131.55,28483.65,16586.87,11926.48,56997.0,220128.55,2022
126997,Department of Technology,IS Engineer-Senior,37455913,157033.92,27535.59,14433.94,11106.97,53076.5,210110.42,2018
126998,Department of Technology,Manager VII,37492983,201738.07,37724.33,17871.23,11581.75,67177.31,268915.38,2018
127004,Department of Technology,Communications Systems Tech,37485289,147508.29,23606.49,14501.06,10855.2,48962.75,196471.04,2018
130793,Department of Technology,Senior Comm Systems Technican,41336316,153771.38,28947.56,15031.18,11254.83,55233.57,209004.95,2019
130794,Department of Technology,IS Engineer-Senior,41166201,160494.47,29544.3,14950.3,11394.31,55888.91,216383.38,2019
130795,Department of Technology,Accountant II,41466253,92390.03,18444.2,14950.3,7327.56,40722.06,133112.09,2019
130796,Department of Technology,Electrical Line Worker,41166205,146865.37,24049.89,17445.73,11093.18,52588.8,199454.17,2019
130797,Department of Technology,IT Operations Support Admn III,41166500,101516.78,20269.25,14895.96,8305.74,43470.95,144987.73,2019
130801,Department of Technology,IS Business Analyst-Senior,41166437,132835.41,24903.14,14950.3,10373.82,50227.26,183062.67,2019
130802,Department of Technology,IS Project Director,41166454,171392.0,33383.86,14950.3,11435.69,59769.85,231161.85,2019
130803,Department of Technology,Senior Administrative Analyst,40786092,108239.58,21539.4,13998.94,8647.1,44185.44,152425.02,2019
130804,Department of Technology,IS Engineer-Principal,41466086,171996.84,31782.8,14950.3,11618.69,58351.79,230348.63,2019
130813,Department of Technology,Electrical Line Worker,41166312,123876.57,22309.8,17378.63,9577.64,49266.07,173142.64,2019
130814,Department of Technology,IS Engineer-Journey,41316092,86879.9,17545.51,11787.74,6939.08,36272.33,123152.23,2019
130820,Department of Technology,IS Engineer-Principal,40777614,163172.02,31782.8,14950.3,11441.71,58174.81,221346.83,2019
130821,Department of Technology,Senior Administrative Analyst,40775726,116192.03,23195.82,14950.3,9201.95,47348.07,163540.1,2019
131803,Department of Technology,Media Programming Spec,43356089,81639.95,17030.4,1354.76,6653.78,25038.94,106678.89,2020
131818,Department of Technology,Media Production Tech,43856156,27206.92,0.0,0.0,2111.68,2111.68,29318.6,2020
131823,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",41097127,7000.85,0.0,0.0,543.38,543.38,7544.23,2020
131837,Department of Technology,Communication Line Sprv1,42431273,184579.75,28042.48,17975.47,11242.33,57260.28,241840.03,2020
134239,Department of Technology,IT Operations Support Admin II,37231764,61740.01,11885.0,10953.35,4793.08,27631.43,89371.44,2018
134279,Department of Technology,Accountant II,37096035,88379.01,16979.32,14239.35,7092.85,38311.52,126690.53,2018
134280,Department of Technology,Communication Line Sprv1,37140319,149500.77,21484.64,16000.38,10546.52,48031.54,197532.31,2018
134313,Department of Technology,Media Programming Spec,36863234,82708.05,15889.57,15269.08,7363.68,38522.33,121230.38,2018
134325,Department of Technology,IS Engineer-Principal,36858956,169380.33,29237.71,14239.35,11586.79,55063.85,224444.18,2018
134346,Department of Technology,IT Operations Support Admn III,36843047,91525.35,17585.11,14239.35,7248.07,39072.53,130597.88,2018
134353,Department of Technology,Communications Systems Tech,36863041,130586.47,21454.18,14271.54,10085.12,45810.84,176397.31,2018
134354,Department of Technology,IS Engineer-Senior,36843621,138403.32,25926.93,14239.35,10795.73,50962.01,189365.33,2018
134355,Department of Technology,IS Business Analyst-Senior,36858304,121956.7,21277.07,14239.35,9336.06,44852.48,166809.18,2018
134931,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",38996108,23569.25,0.0,0.0,62.36,62.36,23631.61,2019
134932,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",38085881,49480.33,2927.28,10904.6,3987.1,17818.98,67299.31,2019
134933,Department of Technology,Communications Systems Tech,39356513,35386.85,0.0,4967.33,2850.67,7818.0,43204.85,2019
134953,Department of Technology,Communications Line Wrk Sprv 2,37460365,175657.61,24394.23,16814.92,11572.48,52781.63,228439.24,2019
134974,Department of Technology,Senior Comm Systems Technican,37497212,159740.24,28599.15,14733.76,10973.62,54306.53,214046.77,2019
135005,Department of Technology,Accountant III,40476277,116439.97,21688.33,13414.1,9427.46,44529.89,160969.86,2019
135015,Department of Technology,Manager IV,38625887,172371.02,32104.8,18614.16,11647.12,62366.08,234737.1,2019
135023,Department of Technology,IS Engineer-Senior,39516101,180330.58,28504.04,14628.56,12070.23,55202.83,235533.41,2019
135024,Department of Technology,Manager I,38086043,44361.25,6391.67,4477.4,3599.28,14468.35,58829.6,2019
135061,Department of Technology,IS Engineer-Senior,37476837,159789.68,27833.31,14628.56,11411.05,53872.92,213662.6,2019
135062,Department of Technology,IT Operations Support Admn III,39246105,76783.26,14677.64,12503.54,6256.25,33437.43,110220.69,2019
135573,Department of Technology,IS Engineer-Senior,37476837,157783.62,27535.61,14433.94,11235.51,53205.06,210988.68,2018
135581,Department of Technology,IS Engineer-Senior,38195882,168346.34,27279.33,14433.94,11156.84,52870.11,221216.45,2018
135760,Department of Technology,IS Engineer-Principal,44076342,172946.6,36684.12,15297.0,11812.56,63793.68,236740.28,2020
135769,Department of Technology,Communications Systems Tech,43806127,166246.67,28365.69,15487.73,11686.62,55540.04,221786.71,2020
135807,Department of Technology,IS Engineer-Senior,44366100,152758.08,30755.09,15274.93,11425.62,57455.64,210213.72,2020
135808,Department of Technology,IS Engineer-Principal,44306118,175312.0,37201.77,15297.0,11895.31,64394.08,239706.08,2020
135809,Department of Technology,Media Production Tech,42440215,37035.75,8716.79,0.0,3106.42,11823.21,48858.96,2020
135874,Department of Technology,IS Engineer-Senior,44626208,165730.78,32981.05,15297.0,11757.34,60035.39,225766.17,2020
135875,Department of Technology,Storekeeper,42431411,73267.0,15883.68,15615.36,5867.65,37366.69,110633.69,2020
135898,Department of Technology,IS Engineer-Principal,42452438,59888.7,0.0,0.0,4648.33,4648.33,64537.03,2020
136907,Department of Technology,IT Operations Support Admin II,46576514,89780.18,18970.78,14162.98,6870.58,40004.34,129784.52,2021
136932,Department of Technology,Senior Administrative Analyst,46756545,120866.01,27200.69,15603.29,9542.62,52346.6,173212.61,2021
136939,Department of Technology,Electrical Line Worker,46576603,142298.8,28704.43,18971.61,11372.64,59048.68,201347.48,2021
136949,Department of Technology,Senior Comm Systems Technican,46576614,156584.82,34050.96,15959.1,11595.83,61605.89,218190.71,2021
136950,Department of Technology,Public Information Officer,47326486,81875.95,18425.51,15340.73,6589.99,40356.23,122232.18,2021
136958,Department of Technology,IT Operations Support Admin IV,46576631,142050.45,30952.28,15603.29,11290.05,57845.62,199896.07,2021
136968,Department of Technology,Dep Dir III,45756342,221982.04,48891.23,19055.43,12862.42,80809.08,302791.12,2021
136979,Department of Technology,Manager VI,46576666,200137.61,44082.09,19931.54,12709.16,76722.79,276860.4,2021
139249,Department of Technology,IS Business Analyst-Senior,48386688,137112.1,28784.8,15979.29,10906.65,55670.74,192782.84,2021
139264,Department of Technology,Electrical Line Helper,48646532,104714.99,22280.26,19301.08,7934.89,49516.23,154231.22,2021
139265,Department of Technology,Manager VI,47416505,211577.66,44371.59,21159.52,12671.72,78202.83,289780.49,2021
139276,Department of Technology,IS Business Analyst-Senior,47360202,137112.17,28784.8,15979.29,10630.58,55394.67,192506.84,2021
139277,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",48386550,73428.7,15502.88,0.0,5807.82,21310.7,94739.4,2021
139278,Department of Technology,Electrical Line Helper,47372665,98186.03,21021.46,0.0,7690.47,28711.93,126897.96,2021
139289,Department of Technology,Media Programming Spec,48086470,72502.49,14984.1,12713.26,5802.82,33500.18,106002.67,2021
139300,Department of Technology,Assistant Purchaser,48176525,69850.73,16254.5,15979.29,5433.6,37667.39,107518.12,2021
139314,Department of Technology,Assistant Storekeeper,48646590,65956.6,14166.31,16398.07,5342.62,35907.0,101863.6,2021
139334,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",48366553,32197.15,0.0,0.0,2474.07,2474.07,34671.22,2021
139352,Department of Technology,Senior Comm Systems Technican,48386651,169547.57,33744.72,16398.07,11966.03,62108.82,231656.39,2021
139375,Department of Technology,IS Business Analyst-Senior,47396957,137112.11,28784.8,15979.29,10707.96,55472.05,192584.16,2021
139385,Department of Technology,Electrical Line Worker,48646640,133283.14,25539.52,18288.56,10629.05,54457.13,187740.27,2021
140396,Department of Technology,IS Engineer-Principal,50006524,186402.31,36146.82,0.0,12444.16,48590.98,234993.29,2022
140399,Department of Technology,IS Engineer-Principal,49876504,188951.1,37422.7,0.0,12394.72,49817.42,238768.52,2022
140401,Department of Technology,Accountant III,50136518,62826.96,12820.3,0.0,4944.59,17764.89,80591.85,2022
140413,Department of Technology,Cable Splicer,49290338,145509.04,29217.62,0.0,11205.79,40423.41,185932.45,2022
140414,Department of Technology,IS Engineer-Senior,50016526,173009.88,32884.03,0.0,12266.19,45150.22,218160.1,2022
140417,Department of Technology,Senior Comm Systems Technican,47346593,43495.2,1602.07,0.0,3366.78,4968.85,48464.05,2022
140418,Department of Technology,IS Business Analyst-Principal,49288325,179586.85,32085.27,0.0,12488.0,44573.27,224160.12,2022
140419,Department of Technology,Junior Administrative Analyst,49986550,68395.12,12958.78,0.0,5458.83,18417.61,86812.73,2022
140424,Department of Technology,IT Operations Support Admin II,49656579,91744.0,18620.24,0.0,7252.16,25872.4,117616.4,2022
140432,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",49314181,65048.15,6121.58,0.0,4996.2,11117.78,76165.93,2022
140433,Department of Technology,IS Business Analyst-Assistant,50756504,65308.81,6088.93,0.0,5052.36,11141.29,76450.1,2022
140434,Department of Technology,Project Manager 2,50106524,92497.0,18212.61,0.0,7158.1,25370.71,117867.71,2022
141494,Department of Technology,Cable Splicer,52066840,146170.87,25900.71,19836.93,11136.04,56873.68,203044.55,2022
141496,Department of Technology,Manager IV,50906539,223479.66,41974.35,22847.46,13076.88,77898.69,301378.35,2022
141497,Department of Technology,Senior Management Assistant,51216499,91623.21,17609.77,0.0,7280.67,24890.44,116513.65,2022
141499,Department of Technology,Technology Expert I,50686831,90866.07,13829.68,0.0,7120.96,20950.64,111816.71,2022
141500,Department of Technology,Storekeeper,50855674,72854.0,14015.85,16586.87,5803.29,36406.01,109260.01,2022
141501,Department of Technology,Communications Systems Tech,50853498,132269.67,25252.15,1022.18,10389.73,36664.06,168933.73,2022
141504,Department of Technology,IS Engineer-Principal,52136904,169507.1,31824.17,16101.45,12072.58,59998.2,229505.3,2022
141507,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",50850378,20890.19,0.0,0.0,1586.61,1586.61,22476.8,2022
141508,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",50906947,21894.97,0.0,0.0,1662.93,1662.93,23557.9,2022
141510,Department of Technology,Senior Administrative Analyst,50859693,130682.82,25190.1,16101.45,10286.23,51577.78,182260.6,2022
141511,Department of Technology,Senior Comm Systems Technican,50862388,167158.25,31400.41,16586.87,12030.05,60017.33,227175.58,2022
141514,Department of Technology,Cable Splicer,50855342,163546.65,27542.37,19836.93,11893.6,59272.9,222819.55,2022
142996,Department of Technology,Cable Splicer,37457862,51606.45,0.0,0.0,4005.49,4005.49,55611.94,2018
146720,Department of Technology,Manager IV,40296086,14818.49,0.0,0.0,1121.64,1121.64,15940.13,2019
146722,Department of Technology,IS Business Analyst-Senior,41166221,131650.17,24903.14,14950.3,10586.31,50439.75,182089.92,2019
146723,Department of Technology,Senior Comm Systems Technican,41526183,125196.74,23484.92,12371.82,10158.49,46015.23,171211.97,2019
146726,Department of Technology,Electrical Line Worker,41166332,121068.26,22374.87,17445.73,9457.47,49278.07,170346.33,2019
146727,Department of Technology,Communications Systems Tech,41166382,165153.81,26139.18,14872.2,11431.64,52443.02,217596.83,2019
146728,Department of Technology,IS Engineer-Principal,42376168,157229.4,30668.58,14950.3,11294.55,56913.43,214142.83,2019
146734,Department of Technology,IS Engineer-Assistant,40706097,61688.78,11565.23,7762.65,5001.99,24329.87,86018.65,2019
146735,Department of Technology,IS Engineer-Journey,40596146,69900.08,11060.38,7463.22,5539.74,24063.34,93963.42,2019
146741,Department of Technology,Public Information Officer,41866193,40690.0,8487.64,7187.64,3237.65,18912.93,59602.93,2019
146742,Department of Technology,Communications Line Wrk Sprv 2,41166105,182461.2,25892.19,17445.73,11559.01,54896.93,237358.13,2019
