,Department,Job,Employee Identifier,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation,Year
289832,Department of Technology,IS Business Analyst-Principal,42431139,175001.58,30758.77,15088.45,11858.08,57705.3,232706.88,2020
289835,Department of Technology,IS Business Analyst-Senior,43926551,103870.03,21669.69,15088.45,7378.68,44136.82,148006.85,2020
289836,Department of Technology,IT Operations Support Admn III,42976308,101942.0,21269.19,15088.45,8227.46,44585.1,146527.1,2020
289837,Department of Technology,Communications Systems Tech,42430606,145248.03,26921.0,15275.18,10905.36,53101.54,198349.57,2020
289838,Department of Technology,Cable Splicer,42418537,132337.31,25542.78,18007.33,10497.61,54047.72,186385.03,2020
289843,Department of Technology,IS Engineer-Journey,43666262,126866.41,26469.28,15088.45,9926.05,51483.78,178350.19,2020
289844,Department of Technology,Project Manager 2,42430293,183272.03,37355.49,15088.45,12147.76,64591.7,247863.73,2020
289850,Department of Technology,Recruiter,42476818,81489.41,13967.49,14910.72,6366.35,35244.56,116733.97,2020
289863,Department of Technology,Media Programming Spec,42428776,85121.6,17710.8,16041.37,6954.02,40706.19,125827.79,2020
289866,Department of Technology,Executive Secretary 2,42422890,94680.0,19752.36,15088.45,7239.28,42080.09,136760.09,2020
289867,Department of Technology,IT Operations Support Admn III,42430173,103869.99,21669.66,15088.45,8466.77,45224.88,149094.87,2020
289868,Department of Technology,IT Operations Support Admin II,43956186,77720.65,16215.47,15074.6,5995.17,37285.24,115005.89,2020
289873,Department of Technology,Electrical Line Worker,42452270,127185.55,23786.2,17976.93,10251.42,52014.55,179200.1,2020
292297,Department of Technology,IS Engineer-Principal,36858767,163954.0,30711.65,14239.35,11156.25,56107.25,220061.25,2018
292306,Department of Technology,IS Engineer-Assistant,36865111,91093.07,16675.36,10730.37,7361.4,34767.13,125860.2,2018
292322,Department of Technology,Electrical Line Worker,37415777,124999.33,20091.92,15880.41,10161.18,46133.51,171132.84,2018
292331,Department of Technology,IS Business Analyst-Senior,37014631,128180.74,22908.53,14239.35,10162.1,47309.98,175490.72,2018
292342,Department of Technology,Accountant IV,37129071,123777.04,23185.79,14239.35,9966.91,47392.05,171169.09,2018
292350,Department of Technology,IS Engineer-Senior,36858955,160074.95,27881.83,14239.35,11427.1,53548.28,213623.23,2018
292359,Department of Technology,IS Engineer-Senior,36686513,151670.14,26931.35,14239.35,11401.69,52572.39,204242.53,2018
292370,Department of Technology,Manager IV,36676199,164187.66,30755.43,23081.84,10942.39,64779.66,228967.32,2018
292371,Department of Technology,Project Manager 2,37087178,162266.01,30395.47,14239.35,11250.5,55885.32,218151.33,2018
292422,Department of Technology,Media Programming Spec,36865667,10177.51,0.0,0.0,789.93,789.93,10967.44,2018
293052,Department of Technology,Senior Comm Systems Technican,37457291,171021.54,28712.0,14733.76,11569.65,55015.41,226036.95,2019
293053,Department of Technology,Senior Comm Systems Technican,37595849,146424.0,27272.47,14733.76,10990.01,52996.24,199420.24,2019
293066,Department of Technology,Senior Comm Systems Technican,37461180,172015.04,29056.87,14733.76,11558.63,55349.26,227364.3,2019
293099,Department of Technology,Senior Comm Systems Technican,37465557,150335.38,27272.47,1299.03,11192.18,39763.68,190099.06,2019
293115,Department of Technology,IS Engineer-Senior,40096128,155628.78,27833.26,14628.56,11290.98,53752.8,209381.58,2019
293168,Department of Technology,IT Operations Support Admin II,40636267,70024.83,12664.43,13693.8,5435.55,31793.78,101818.61,2019
293626,Department of Technology,IS Engineer-Senior,37303649,26012.82,4313.52,2582.57,2079.32,8975.41,34988.23,2018
293627,Department of Technology,Electrical Line Helper,37491817,86664.01,16134.71,16624.39,6687.91,39447.01,126111.02,2018
293628,Department of Technology,IT Operations Support Admin II,38105904,77970.35,13502.81,13212.61,6040.55,32755.97,110726.32,2018
293629,Department of Technology,IS Engineer-Principal,38476098,139552.5,26094.66,1333.86,10778.77,38207.29,177759.79,2018
293631,Department of Technology,Media Production Tech,37475707,62490.35,11048.23,14059.73,4984.86,30092.82,92583.17,2018
293633,Department of Technology,IS Engineer-Assistant,37625882,37774.81,4914.32,8382.79,1845.48,15142.59,52917.4,2018
293641,Department of Technology,IS Engineer-Journey,38475986,123843.87,22943.25,14219.37,9166.52,46329.14,170173.01,2018
293642,Department of Technology,Media Production Tech,38366096,74219.85,13807.82,15383.61,5945.91,35137.34,109357.19,2018
293643,Department of Technology,Media Programming Spec,36832538,17464.33,3252.35,3452.81,1446.13,8151.29,25615.62,2018
293644,Department of Technology,IS Engineer-Principal,38265897,170626.0,31906.52,14433.94,11134.22,57474.68,228100.68,2018
293803,Department of Technology,Communications Systems Tech,42447756,148772.57,29331.07,15615.36,11400.41,56346.84,205119.41,2020
293817,Department of Technology,IS Engineer-Senior,44906132,208559.97,33532.4,15297.0,12369.83,61199.23,269759.2,2020
293818,Department of Technology,IS Project Director,45306148,146422.2,31085.08,15297.0,11331.84,57713.92,204136.12,2020
293838,Department of Technology,Project Manager 2,44038162,185360.78,39287.44,15297.0,12059.28,66643.72,252004.5,2020
293862,Department of Technology,IT Operations Support Admn III,45446104,85502.53,18543.97,15297.0,6638.3,40479.27,125981.8,2020
293882,Department of Technology,Junior Administrative Analyst,42826093,77762.0,16858.15,15615.36,6328.53,38802.04,116564.04,2020
293883,Department of Technology,Communications Systems Tech,44046295,91311.2,19853.58,15615.36,7298.85,42767.79,134078.99,2020
293925,Department of Technology,Senior Administrative Analyst,42427537,119165.02,25833.9,15297.0,9358.24,50489.14,169654.16,2020
293937,Department of Technology,Communication Line Sprv1,44076182,177634.44,28219.72,18478.8,11734.25,58432.77,236067.21,2020
293958,Department of Technology,Senior Comm Systems Technican,44076224,96419.06,16899.54,8468.33,7737.36,33105.23,129524.29,2020
294899,Department of Technology,IS Business Analyst-Senior,46746522,133008.01,29294.94,15603.29,10621.02,55519.25,188527.26,2021
294900,Department of Technology,IS Engineer-Senior,45729185,168879.34,34754.49,1195.19,11875.99,47825.67,216705.01,2021
294901,Department of Technology,IT Operations Support Admn III,46576705,113404.88,25522.47,15603.29,8969.72,50095.48,163500.36,2021
294912,Department of Technology,Communications Systems Tech,46576716,146894.51,29630.68,15959.1,11113.63,56703.41,203597.92,2021
294943,Department of Technology,Communications Systems Tech,47266636,121264.2,27270.91,15959.1,9684.09,52914.1,174178.3,2021
294954,Department of Technology,Senior Comm Systems Technican,46576582,155371.79,34050.96,15959.1,11669.85,61679.91,217051.7,2021
294955,Department of Technology,Media Programming Spec,45717893,88468.02,19909.56,16838.46,7192.66,43940.68,132408.7,2021
294966,Department of Technology,IS Engineer-Senior,45699645,169099.83,34754.49,15603.29,12056.75,62414.53,231514.36,2021
294974,Department of Technology,Senior Comm Systems Technican,46756486,192845.28,30116.01,13503.85,13870.38,57490.24,250335.52,2021
297076,Department of Technology,IS Engineer-Principal,47397855,187485.29,36737.06,15979.29,12324.03,65040.38,252525.67,2021
297085,Department of Technology,Cable Splicer,48646629,129337.87,27505.78,19469.76,10164.04,57139.58,186477.45,2021
297086,Department of Technology,Media Programming Spec,48286565,42441.78,9207.61,633.12,3428.61,13269.34,55711.12,2021
297099,Department of Technology,Electrical Line Worker,48386482,141646.36,26574.03,19469.76,11176.11,57219.9,198866.26,2021
297120,Department of Technology,Dept Head IV,47416521,278255.7,58415.96,19670.49,14101.43,92187.88,370443.58,2021
297129,Department of Technology,IS Engineer-Assistant,48466620,92574.31,21210.67,0.0,7420.22,28630.89,121205.2,2021
297136,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",48646535,72232.3,15502.88,15979.29,5666.17,37148.34,109380.64,2021
297137,Department of Technology,Communications Systems Tech,49006564,119670.53,25551.83,0.0,9404.26,34956.09,154626.62,2021
297138,Department of Technology,Media Programming Spec,48386700,55164.69,2339.94,11306.61,1770.21,15416.76,70581.45,2021
297188,Department of Technology,Communication Line Sprv1,48646545,165736.96,30260.21,19469.76,11800.51,61530.48,227267.44,2021
297189,Department of Technology,Manager V,47416581,208803.82,43789.25,19670.49,12696.96,76156.7,284960.52,2021
297190,Department of Technology,Cable Splicer,48386582,150372.08,29344.94,19469.76,11608.34,60423.04,210795.12,2021
297201,Department of Technology,Administrative Analyst,48386639,106921.43,22964.93,16398.07,8368.79,47731.79,154653.22,2021
297211,Department of Technology,Manager III,47416602,179000.56,37532.33,19670.49,12328.06,69530.88,248531.44,2021
297212,Department of Technology,IS Business Analyst-Principal,47376817,158727.83,33328.38,15979.29,11894.35,61202.02,219929.85,2021
298273,Department of Technology,IT Operations Support Admn III,49096542,78869.14,12205.41,0.0,6273.86,18479.27,97348.41,2022
298274,Department of Technology,IS Project Director,49280287,187589.5,37154.6,0.0,12321.0,49475.6,237065.1,2022
298275,Department of Technology,Manager IV,49346879,216280.45,42827.31,9919.72,13312.78,66059.81,282340.26,2022
298280,Department of Technology,Media Programming Spec,48496471,41298.59,6903.31,0.0,3292.89,10196.2,51494.79,2022
298301,Department of Technology,Senior Comm Systems Technican,49282030,174287.87,33977.74,0.0,11966.85,45944.59,220232.46,2022
298302,Department of Technology,Manager V,49336552,212245.9,42028.16,10217.3,13224.79,65470.25,277716.15,2022
298303,Department of Technology,IS Engineer-Principal,49876501,233191.29,36146.82,0.0,13183.62,49330.44,282521.73,2022
298304,Department of Technology,IS Engineer-Senior,49277913,178227.21,32884.01,0.0,12086.35,44970.36,223197.57,2022
298316,Department of Technology,IS Engineer-Senior,49279756,178246.49,32884.01,0.0,12258.36,45142.37,223388.86,2022
298317,Department of Technology,Project Manager 2,47346548,22574.82,1970.31,0.0,1765.67,3735.98,26310.8,2022
298318,Department of Technology,Project Manager 1,49309944,159580.64,31607.15,0.0,11945.27,43552.42,203133.06,2022
298323,Department of Technology,Cable Splicer,49288783,148872.28,26527.31,0.0,11302.17,37829.48,186701.76,2022
298324,Department of Technology,Cable Splicer,49297376,137646.45,26527.31,0.0,10895.75,37423.06,175069.51,2022
298325,Department of Technology,Communications Systems Tech,49307633,128848.8,25876.2,0.0,10180.27,36056.47,164905.27,2022
298336,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",48276469,15070.5,0.0,0.0,1169.71,1169.71,16240.21,2022
298337,Department of Technology,Cable Splicer,49396718,32320.0,0.0,0.0,2454.7,2454.7,34774.7,2022
299385,Department of Technology,IS Engineer-Principal,52326900,192386.44,34477.83,16101.45,12417.39,62996.67,255383.11,2022
299390,Department of Technology,Electrical Line Worker,50861945,151375.44,24343.01,19836.93,11722.24,55902.18,207277.62,2022
299393,Department of Technology,Senior Account Clerk,50869537,86102.02,16596.83,16586.87,5442.53,38626.23,124728.25,2022
299394,Department of Technology,IS Engineer-Journey,51726594,129879.95,24974.39,1015.59,10214.52,36204.5,166084.45,2022
299395,Department of Technology,Media Programming Spec,51926925,95946.73,18104.25,0.0,7611.87,25716.12,121662.85,2022
299396,Department of Technology,Communications Systems Tech,51266555,134724.91,24534.18,16586.87,10675.79,51796.84,186521.75,2022
299402,Department of Technology,IS Business Analyst-Principal,50876889,166471.98,31279.33,16101.45,12061.69,59442.47,225914.45,2022
299403,Department of Technology,Dep Dir III,50906651,257297.67,48288.21,20310.44,13881.21,82479.86,339777.53,2022
300959,Department of Technology,Executive Secretary 2,38956022,90156.01,17295.9,14433.94,6960.03,38689.87,128845.88,2018
300962,Department of Technology,Executive Secretary 2,38215888,86323.47,16558.13,13811.82,6945.07,37315.02,123638.49,2018
300969,Department of Technology,Senior Administrative Analyst,37459792,112816.0,21643.04,14433.94,8971.93,45048.91,157864.91,2018
304667,Department of Technology,Accountant III,41466249,110036.13,21952.64,14715.41,8700.92,45368.97,155405.1,2019
304669,Department of Technology,Pr Administrative Analyst,41166394,134514.01,26200.72,14950.3,10737.41,51888.43,186402.44,2019
304673,Department of Technology,Communications Systems Tech,41336137,154644.7,25467.67,14872.2,11241.2,51581.07,206225.77,2019
304678,Department of Technology,Manager VI,41166263,188436.25,36729.9,16419.39,11534.45,64683.74,253119.99,2019
304679,Department of Technology,IT Operations Support Admin IV,41196086,121746.9,24316.87,14950.3,9540.98,48808.15,170555.05,2019
304681,Department of Technology,IT Operations Support Admn III,41476226,50112.19,9083.03,7569.31,4140.75,20793.09,70905.28,2019
304682,Department of Technology,IS Engineer-Assistant,41446113,100783.5,21914.23,14950.3,8157.74,45022.27,145805.77,2019
304688,Department of Technology,PS Aide to Prof,41916087,1817.99,0.0,0.0,142.95,142.95,1960.94,2019
305596,Department of Technology,Electrical Line Worker,42447099,130906.39,24660.3,18001.27,10551.06,53212.63,184119.02,2020
305598,Department of Technology,IS Engineer-Principal,42421428,166358.0,33906.91,15088.45,11989.08,60984.44,227342.44,2020
305599,Department of Technology,IS Business Analyst-Principal,43956168,150912.0,30758.77,1231.22,11434.53,43424.52,194336.52,2020
305604,Department of Technology,IS Engineer-Senior,42447976,207490.05,32559.67,15088.45,12784.58,60432.7,267922.75,2020
305613,Department of Technology,Cable Splicer,42616091,158930.88,25315.7,17862.92,11585.83,54764.45,213695.33,2020
305614,Department of Technology,Communications Systems Tech,42428000,160621.84,26693.52,15275.18,11328.03,53296.73,213918.57,2020
305617,Department of Technology,IT Operations Support Admin II,42417953,85451.05,17827.03,15088.45,6639.54,39555.02,125006.07,2020
305618,Department of Technology,Fire Alarm Dispatcher,42426225,56466.28,10426.92,9745.27,4658.85,24831.04,81297.32,2020
305621,Department of Technology,Electrical Line Worker,42447354,130610.49,23517.45,17661.03,10423.59,51602.07,182212.56,2020
305632,Department of Technology,Public Information Officer,43376211,12540.01,2624.64,2321.3,1013.92,5959.86,18499.87,2020
305643,Department of Technology,IS Engineer-Principal,42419245,166358.0,33906.91,15088.45,11673.05,60668.41,227026.41,2020
305644,Department of Technology,IS Engineer-Principal,42420311,185266.16,35600.66,15088.45,11769.55,62458.66,247724.82,2020
305651,Department of Technology,Communications Line Wrk Sprv 2,42416376,175209.79,30819.41,18007.33,11914.29,60741.03,235950.82,2020
305652,Department of Technology,Electrical Line Helper,42876145,85885.82,17818.65,16483.62,6799.03,41101.3,126987.12,2020
305653,Department of Technology,IS Engineer-Journey,40726192,11405.53,966.75,580.32,918.69,2465.76,13871.29,2020
308157,Department of Technology,Storekeeper,36863901,65136.0,12513.83,14271.54,5333.59,32118.96,97254.96,2018
308168,Department of Technology,IS Engineer-Journey,36858944,138838.09,24523.69,14239.35,10891.8,49654.84,188492.93,2018
308186,Department of Technology,Senior Account Clerk,37287616,62127.51,11931.42,12010.94,5047.23,28989.59,91117.1,2018
308187,Department of Technology,Senior Account Clerk,36993488,70432.63,13532.99,13612.85,5372.52,32518.36,102950.99,2018
308188,Department of Technology,Manager III,37175830,155078.83,29048.57,17215.96,10775.19,57039.72,212118.55,2018
308226,Department of Technology,IS Engineer-Senior,36858954,153947.78,27174.83,14239.35,10848.64,52262.82,206210.6,2018
308256,Department of Technology,Cable Splicer,36663169,106456.7,17486.24,15326.54,8425.3,41238.08,147694.78,2018
308286,Department of Technology,Media Production Tech,36865267,48091.46,5896.72,11620.66,4073.04,21590.42,69681.88,2018
308844,Department of Technology,Media Production Tech,38186024,29319.17,0.0,0.0,2275.64,2275.64,31594.81,2019
308845,Department of Technology,Project Manager 2,40026278,97300.8,1258.15,8101.97,7572.77,16932.89,114233.69,2019
308921,Department of Technology,Administrative Analyst,37456474,98248.02,18780.3,14733.76,7882.14,41396.2,139644.22,2019
308941,Department of Technology,Communications Systems Tech,39166012,158711.13,24123.05,14535.42,11724.73,50383.2,209094.33,2019
308951,Department of Technology,IS Business Analyst-Senior,38266030,125959.0,23460.63,14628.56,10101.56,48190.75,174149.75,2019
308963,Department of Technology,Media Programming Spec,39536205,65797.78,12549.81,13017.86,5139.16,30706.83,96504.61,2019
308969,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",37846218,7194.8,0.0,0.0,558.44,558.44,7753.24,2019
308970,Department of Technology,Electrical Line Helper,39476167,79377.9,15102.3,15586.13,6358.08,37046.51,116424.41,2019
308987,Department of Technology,IT Operations Support Admin II,39766111,80949.69,14231.67,13559.54,6349.88,34141.09,115090.78,2019
309001,Department of Technology,IS Engineer-Principal,38265987,195749.11,32249.98,14628.56,12224.32,59102.86,254851.97,2019
309480,Department of Technology,Cable Splicer,37484977,122689.54,21510.53,16084.97,9592.74,47188.24,169877.78,2018
309481,Department of Technology,IS Engineer-Journey,38216067,120483.33,22554.41,14433.94,9408.8,46397.15,166880.48,2018
309482,Department of Technology,Fire Alarm Dispatcher,37485710,11284.22,0.0,0.0,875.84,875.84,12160.06,2018
309488,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",37485702,15232.54,0.0,0.0,1182.29,1182.29,16414.83,2018
309497,Department of Technology,Media Production Tech,37489167,66902.99,12802.46,14239.6,5378.2,32420.26,99323.25,2018
309657,Department of Technology,Accountant III,45406171,120984.04,26233.34,15297.0,9771.46,51301.8,172285.84,2020
309658,Department of Technology,IS Engineer-Senior,42423002,155577.02,32981.05,15297.0,11586.37,59864.42,215441.44,2020
309668,Department of Technology,IS Engineer-Principal,42444410,176561.05,35482.26,15297.0,11887.5,62666.76,239227.81,2020
309696,Department of Technology,IS Engineer-Principal,42428488,178638.15,35482.26,15297.0,11946.33,62725.59,241363.74,2020
309702,Department of Technology,Project Manager 2,45456152,185289.83,39287.44,15297.0,12172.18,66756.62,252046.45,2020
309703,Department of Technology,Electrical Line Helper,42826105,94130.72,20133.56,0.0,7580.61,27714.17,121844.89,2020
309711,Department of Technology,IT Operations Support Admin II,42425839,95056.74,18633.17,15297.0,6845.86,40776.03,135832.77,2020
309726,Department of Technology,IS Business Analyst-Principal,45186182,135121.44,29072.4,15297.0,10470.21,54839.61,189961.05,2020
309754,Department of Technology,Media Programming Spec,44656221,44447.02,2888.59,8748.84,3404.54,15041.97,59488.99,2020
309784,Department of Technology,Senior Administrative Analyst,42417687,119165.02,25832.02,15297.0,9480.57,50609.59,169774.61,2020
309800,Department of Technology,Communications Systems Tech,42916156,69459.12,14691.1,8238.9,5805.11,28735.11,98194.23,2020
310742,Department of Technology,Media Programming Spec,46396943,89874.12,20221.7,16838.46,6981.39,44041.55,133915.67,2021
310743,Department of Technology,IT Operations Support Admin II,46576704,90345.55,19612.47,15603.29,6464.17,41679.93,132025.48,2021
310758,Department of Technology,IS Engineer-Journey,46396860,145783.52,31148.78,15603.29,11306.86,58058.93,203842.45,2021
310770,Department of Technology,IS Engineer-Principal,46396871,172933.17,36843.63,15603.29,12216.25,64663.17,237596.34,2021
310785,Department of Technology,Electrical Line Worker,46576573,128576.72,25958.92,18971.61,9953.29,54883.82,183460.54,2021
310796,Department of Technology,IS Engineer-Journey,46236471,122966.9,27676.62,15603.29,9819.18,53099.09,176065.99,2021
310810,Department of Technology,Electrical Line Worker,46576616,123218.65,27728.31,18971.61,9902.53,56602.45,179821.1,2021
310811,Department of Technology,Fire Alarm Dispatcher,46576721,26828.47,0.0,0.0,2174.6,2174.6,29003.07,2021
310822,Department of Technology,Electrical Line Worker,46576629,137887.01,26198.27,18971.61,10643.31,55813.19,193700.2,2021
310823,Department of Technology,Executive Secretary 3,45710433,104934.0,23615.27,15603.29,8363.92,47582.48,152516.48,2021
310830,Department of Technology,IS Business Analyst-Principal,45699027,153992.0,33916.58,15603.29,11652.43,61172.3,215164.3,2021
310831,Department of Technology,Project Manager 1,47256594,151611.74,33393.41,15603.29,11678.05,60674.75,212286.49,2021
310839,Department of Technology,Fire Alarm Dispatcher,46576776,78333.9,6485.5,13350.4,6212.29,26048.19,104382.09,2021
312915,Department of Technology,Accountant III,48386657,106144.97,22976.72,14181.24,8395.18,45553.14,151698.11,2021
312924,Department of Technology,IS Engineer-Principal,47399535,179297.11,37688.76,15979.29,12155.92,65823.97,245121.08,2021
312946,Department of Technology,Cable Splicer,48646636,138514.28,27505.78,19469.76,11588.48,58564.02,197078.3,2021
312947,Department of Technology,Cable Splicer,48646506,131433.6,27517.88,19469.76,10063.02,57050.66,188484.26,2021
312982,Department of Technology,Communications Systems Tech,47396199,137767.31,27090.36,16358.66,10985.71,54434.73,192202.04,2021
313029,Department of Technology,IS Engineer-Principal,47364310,176035.8,36737.04,15979.29,12141.37,64857.7,240893.5,2021
313054,Department of Technology,IS Business Analyst-Principal,47393364,158735.77,33324.55,15979.29,11889.35,61193.19,219928.96,2021
313055,Department of Technology,IS Engineer-Principal,47396321,188472.72,39567.3,15979.29,12394.5,67941.09,256413.81,2021
314085,Department of Technology,IS Business Analyst-Senior,49996533,139939.11,27716.83,0.0,10829.26,38546.09,178485.2,2022
314094,Department of Technology,Communications Line Wrk Sprv 2,49291634,201270.06,33460.7,0.0,12866.18,46326.88,247596.94,2022
314095,Department of Technology,Communications Systems Tech,50826638,134925.02,26752.76,0.0,10559.35,37312.11,172237.13,2022
314101,Department of Technology,IT Operations Support Admin IV,49313501,141280.53,26877.43,0.0,11092.64,37970.07,179250.6,2022
314102,Department of Technology,Communications Systems Tech,49996565,139724.82,27698.51,0.0,10952.4,38650.91,178375.73,2022
314111,Department of Technology,Electrical Line Helper,50666558,79137.08,8438.53,0.0,6179.72,14618.25,93755.33,2022
314122,Department of Technology,Media Programming Spec,49314878,46456.72,9373.53,0.0,3565.86,12939.39,59396.11,2022
314123,Department of Technology,Media Programming Spec,49996605,28506.84,0.0,0.0,2247.17,2247.17,30754.01,2022
315173,Department of Technology,IS Business Analyst-Principal,52336913,146128.81,27426.32,16101.45,10614.44,54142.21,200271.02,2022
315175,Department of Technology,Senior Management Assistant,51206673,115873.21,21909.45,16586.87,9128.05,47624.37,163497.58,2022
315176,Department of Technology,IS Engineer-Senior,51877378,183912.17,32055.01,16101.45,12295.46,60451.92,244364.09,2022
315179,Department of Technology,Fire Alarm Dispatcher,50881560,27203.82,0.0,0.0,2066.13,2066.13,29269.95,2022
315181,Department of Technology,Media Production Supv,49546592,49999.76,11289.95,0.0,3797.49,15087.44,65087.2,2022
315182,Department of Technology,IT Operations Support Admn III,51116597,100371.6,19282.58,16101.45,7874.45,43258.48,143630.08,2022
315183,Department of Technology,Communications Systems Tech,51746517,107462.4,20611.87,16586.87,8472.89,45671.63,153134.03,2022
315186,Department of Technology,Fire Alarm Dispatcher,50872880,103554.32,16449.41,15996.75,8132.11,40578.27,144132.59,2022
315189,Department of Technology,Communications Systems Tech,50875600,143132.41,26858.26,16586.87,11123.29,54568.42,197700.83,2022
315190,Department of Technology,Communications Systems Tech,50869854,181628.73,29554.58,16586.87,12187.49,58328.94,239957.67,2022
316698,Department of Technology,Executive Secretary 3,37462293,97948.03,18790.7,14433.94,7719.47,40944.11,138892.14,2018
316713,Department of Technology,Cable Splicer,37461458,139038.11,22691.65,16624.39,10636.88,49952.92,188991.03,2018
320428,Department of Technology,Manager III,41466149,163588.0,31863.76,17779.58,11182.32,60825.66,224413.66,2019
320429,Department of Technology,Manager VII,41936434,211214.04,41173.63,17917.98,12000.91,71092.52,282306.56,2019
320430,Department of Technology,Electrical Line Helper,41166449,91391.77,18218.58,17445.73,7095.67,42759.98,134151.75,2019
320431,Department of Technology,IS Business Analyst-Principal,41166339,146333.2,28517.44,14950.3,11150.91,54618.65,200951.85,2019
320433,Department of Technology,IS Business Analyst-Principal,40779416,170382.15,28833.76,14950.3,11545.34,55329.4,225711.55,2019
320441,Department of Technology,IT Operations Support Admin II,40116203,20413.86,3901.07,4464.89,1652.25,10018.21,30432.07,2019
320444,Department of Technology,Dep Dir IV,41166086,176709.03,34651.72,7335.02,11338.78,53325.52,230034.55,2019
320445,Department of Technology,Media Programming Spec,41446507,10262.89,0.0,0.0,792.6,792.6,11055.49,2019
321385,Department of Technology,IS Engineer-Principal,43376138,168820.4,34410.48,15088.45,11764.97,61263.9,230084.3,2020
321386,Department of Technology,IS Engineer-Senior,42445599,166120.0,31517.98,15088.45,11726.17,58332.6,224452.6,2020
321388,Department of Technology,IS Business Analyst,42425548,112580.04,23486.77,15088.45,9034.79,47610.01,160190.05,2020
321391,Department of Technology,IS Project Director,43956161,138612.0,28252.53,15088.45,10749.47,54090.45,192702.45,2020
321396,Department of Technology,Senior Administrative Analyst,42427343,122011.2,25456.69,15088.45,9446.64,49991.78,172002.98,2020
321402,Department of Technology,Media Production Tech,43216093,29643.15,1368.9,7630.78,2346.54,11346.22,40989.37,2020
321403,Department of Technology,Electrical Line Worker,42444134,134863.23,24008.2,18007.33,10719.27,52734.8,187598.03,2020
321404,Department of Technology,Junior Administrative Analyst,42846109,54156.34,10487.64,9987.61,4396.65,24871.9,79028.24,2020
321417,Department of Technology,Media/Security Syst Supv,42416516,148288.61,25361.82,16042.79,11178.79,52583.4,200872.01,2020
321423,Department of Technology,IS Business Analyst-Principal,42438489,150912.0,30758.77,15088.45,11405.3,57252.52,208164.52,2020
323877,Department of Technology,IS Engineer-Journey,37184368,59072.01,11371.33,7667.34,4478.17,23516.84,82588.85,2018
323884,Department of Technology,Manager V,36858957,171296.85,32089.31,18595.71,11258.93,61943.95,233240.8,2018
323918,Department of Technology,IS Business Analyst-Principal,36904313,141593.02,26523.01,14239.35,10804.69,51567.05,193160.07,2018
323919,Department of Technology,Cable Splicer,36865262,113780.2,21859.24,16310.52,9303.73,47473.49,161253.69,2018
323944,Department of Technology,Principal Account Clerk,36667969,12056.14,537.06,548.91,952.34,2038.31,14094.45,2018
323957,Department of Technology,Media Programming Spec,36865666,18862.39,3624.53,6333.04,1355.2,11312.77,30175.16,2018
324026,Department of Technology,IT Operations Support Admin II,37146217,65079.68,12497.32,11561.81,5186.55,29245.68,94325.36,2018
324041,Department of Technology,IS Engineer-Assistant,36662243,106308.9,20424.51,14239.35,8530.65,43194.51,149503.41,2018
324606,Department of Technology,Senior Administrative Analyst,39646346,95571.62,18268.67,14628.56,7585.44,40482.67,136054.29,2019
324607,Department of Technology,IS Engineer-Senior,38276022,138438.0,25492.73,13782.84,10657.23,49932.8,188370.8,2019
324617,Department of Technology,IS Engineer-Senior,39896313,53384.45,9940.14,6252.3,4305.77,20498.21,73882.66,2019
324647,Department of Technology,IS Programmer Analyst-Senior,37615702,114246.05,21838.42,14628.56,8792.16,45259.14,159505.19,2019
324648,Department of Technology,Communication Line Sprv1,37459815,183725.83,25231.04,16807.56,11952.55,53991.15,237716.98,2019
324656,Department of Technology,IT Operations Support Admn III,37481541,99935.0,19102.79,14564.21,8186.58,41853.58,141788.58,2019
324676,Department of Technology,IS Business Analyst-Senior,37483064,135840.92,23460.63,14628.56,10664.73,48753.92,184594.84,2019
324718,Department of Technology,Electrical Line Helper,39536231,91247.41,16717.67,16814.92,6997.52,40530.11,131777.52,2019
324728,Department of Technology,Cable Splicer,39726211,57158.43,10022.83,7502.04,4537.3,22062.17,79220.6,2019
324740,Department of Technology,IS Business Analyst-Senior,39136137,125561.91,23408.56,14628.56,9952.99,47990.11,173552.02,2019
325261,Department of Technology,Communications Systems Tech,37505724,138254.63,23117.93,14543.01,10551.44,48212.38,186467.01,2018
325263,Department of Technology,Principal Account Clerk,37516058,79948.28,15143.48,14543.01,6385.25,36071.74,116020.02,2018
325269,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",37846051,10645.75,0.0,0.0,826.29,826.29,11472.04,2018
325275,Department of Technology,IS Engineer-Principal,37497056,183379.03,30917.98,14433.94,11460.46,56812.38,240191.41,2018
325276,Department of Technology,Media Programming Spec,37458681,76907.86,14512.1,14858.5,5956.89,35327.49,112235.35,2018
325437,Department of Technology,Electrical Line Worker,42447099,130909.12,25773.94,18177.72,10512.82,54464.48,185373.6,2020
325438,Department of Technology,Electrical Line Worker,42419585,106815.66,22129.77,16511.59,8597.69,47239.05,154054.71,2020
325477,Department of Technology,IS Engineer-Principal,44038481,167658.17,34132.48,15297.0,11769.11,61198.59,228856.76,2020
325483,Department of Technology,Media Production Tech,44086109,3782.84,0.0,0.0,293.61,293.61,4076.45,2020
